StateIndex,SetAwning=OFF,SetAwning=ON,SetStrongLamp=OFF,SetStrongLamp=ON,SetWeakLamp=OFF,SetWeakLamp=ON,SetZ1Blinds=OFF,SetZ1Blinds=ON,DO_NOTHING
54,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
55,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
56,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
57,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
58,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
59,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
60,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
61,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
62,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
63,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
64,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
65,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
66,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
67,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
68,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
69,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
70,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
71,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
72,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
73,-1.38,0.31,9.26,48.18,-36.71,200.00,-6.07,41.60,58.17
74,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
75,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
76,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
77,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
78,20.00,-10.84,-17.18,0.00,-33.75,200.00,-9.84,4.46,31.27
79,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
80,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
81,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
82,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
83,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
84,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
85,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
86,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
87,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
88,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
89,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
90,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
91,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
92,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
93,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
94,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
95,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
96,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
97,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
98,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
99,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
100,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
101,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
102,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
103,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
104,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
105,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
106,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
107,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
108,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
109,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
110,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
111,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
112,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
113,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
114,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
115,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
116,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
117,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
118,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
119,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
120,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
121,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
122,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
123,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
124,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
125,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
126,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
127,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
128,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
129,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
130,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
131,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
132,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
133,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
134,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
135,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
136,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
137,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
138,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
139,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
140,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
141,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
142,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
143,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
144,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
145,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
146,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
147,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
148,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
149,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
150,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
151,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
152,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
153,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
154,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
155,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
156,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
157,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
158,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
159,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
160,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
161,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
162,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
163,-50.00,0.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
164,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
165,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
166,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
167,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00
168,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
169,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
170,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
171,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
172,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
173,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
174,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
175,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00
176,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
177,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
178,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
179,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
180,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
181,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
182,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
183,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
184,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
185,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
186,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
187,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
188,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
189,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
190,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
191,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
192,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
193,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
194,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
195,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
196,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
197,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
198,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
199,0.00,-50.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00
200,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
201,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
202,-50.00,0.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
203,-14.03,200.00,-34.38,0.00,-50.00,-0.29,-7.79,-37.55,11.12
204,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
205,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
206,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
207,0.00,-50.00,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00
208,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
209,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
210,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
211,-50.00,0.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
212,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
213,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
214,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
215,0.00,-50.00,-50.00,0.00,0.00,-50.00,-50.00,0.00,0.00
216,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
217,-50.00,0.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
218,-50.00,0.00,-50.00,0.00,0.00,-50.00,20.00,-50.00,0.00
219,-50.00,0.00,-50.00,0.00,0.00,-50.00,38.00,-50.00,0.00
220,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
221,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
222,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
223,0.00,-50.00,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00
224,-26.10,-1.10,-4.10,-33.75,-39.51,169.00,-8.50,-2.19,6.33
225,-50.00,-2.47,-2.91,-46.29,-16.31,-3.78,-12.77,150.10,-2.36
226,-50.00,0.00,46.38,-50.00,-50.00,0.00,-50.00,-1.10,0.00
227,-50.00,-1.10,-3.75,-50.00,-50.00,0.00,-50.00,-1.10,-0.60
228,-1.10,-50.00,0.00,-50.00,-50.00,-1.10,-50.00,0.00,0.00
229,-1.29,-50.00,0.00,-42.01,-46.10,10.88,-50.00,0.00,-0.60
230,3.23,-50.00,0.00,-50.00,-46.10,-1.10,-50.00,-1.10,0.00
231,0.00,-50.00,0.00,-50.00,-50.00,0.00,-50.00,-1.10,-0.60
232,-50.00,-2.09,-3.43,-46.10,-50.00,-2.09,12.32,-50.00,-1.19
233,-50.00,-2.09,179.00,-50.00,-29.99,-0.29,1.24,-19.95,-0.60
234,-5.09,-2.09,200.00,-50.00,-29.15,0.00,-2.09,8.42,16.86
235,-50.00,0.00,0.00,-50.00,-50.00,0.00,-1.10,-50.00,-0.60
236,-1.10,-50.00,0.00,-50.00,-50.00,-1.10,-1.10,-50.00,0.00
237,0.00,-50.00,0.00,-50.00,-50.00,-1.10,-1.04,-50.00,0.00
238,-1.10,-50.00,16.13,-50.00,-50.00,0.00,-1.10,-50.00,-0.60
239,0.00,-50.00,0.00,-50.00,-50.00,-1.10,0.00,-50.00,-0.60
240,-33.75,-0.29,200.00,-31.10,5.85,-26.19,-50.00,-1.10,43.78
241,-46.10,-1.10,20.00,-50.00,-1.29,-50.00,-50.00,-1.10,-0.60
242,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,-1.10,0.00
243,-50.00,0.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
244,-1.10,-50.00,38.00,-46.10,0.00,-50.00,-50.00,0.00,0.00
245,0.00,-46.10,81.90,-50.00,0.00,-50.00,-50.00,0.00,-0.60
246,-1.10,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,-0.60
247,0.00,-50.00,0.00,-50.00,0.00,-50.00,-50.00,0.00,0.00
248,-50.00,-1.10,20.00,-50.00,0.00,-46.10,-1.10,-50.00,0.00
249,-50.00,0.00,54.20,-50.00,-1.10,-50.00,0.00,-50.00,0.00
250,-46.10,0.00,-1.10,-50.00,0.00,-50.00,0.00,-50.00,0.00
251,-50.00,0.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
252,0.00,-50.00,20.00,-50.00,-1.10,-46.10,0.00,-50.00,-0.60
253,2.32,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
254,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
255,0.00,-50.00,20.00,-50.00,0.00,-50.00,0.00,-50.00,0.00
