# action registry golden — ontology set 'labrel16' = building_10_labrel16.ttl
# contract = key-set + metadata columns; actionIndex is informational only
key,label,wotStateType,svBit,expectedBit,zones,hasIV,ivIdx,ivMinRank,energyCost,kgSilent,relevance,illumDirection,ivGates,actionIndex
DO_NOTHING,DO_NOTHING,,-1,-1,,false,-1,1,0.0,false,UNKNOWN,0,,34
http://example.org/was#SetAirPurifier|OFF,SetAirPurifier=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,0
http://example.org/was#SetAirPurifier|ON,SetAirPurifier=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,1
http://example.org/was#SetAromaDiffuser|OFF,SetAromaDiffuser=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,2
http://example.org/was#SetAromaDiffuser|ON,SetAromaDiffuser=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,3
http://example.org/was#SetCO2Scrubber|OFF,SetCO2Scrubber=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,4
http://example.org/was#SetCO2Scrubber|ON,SetCO2Scrubber=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,5
http://example.org/was#SetCooler|OFF,SetCooler=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,6
http://example.org/was#SetCooler|ON,SetCooler=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,7
http://example.org/was#SetDehumidifier|OFF,SetDehumidifier=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,8
http://example.org/was#SetDehumidifier|ON,SetDehumidifier=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,9
http://example.org/was#SetExhaustFan|OFF,SetExhaustFan=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,10
http://example.org/was#SetExhaustFan|ON,SetExhaustFan=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,11
http://example.org/was#SetFan|OFF,SetFan=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,12
http://example.org/was#SetFan|ON,SetFan=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,13
http://example.org/was#SetHeatPump|OFF,SetHeatPump=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,14
http://example.org/was#SetHeatPump|ON,SetHeatPump=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,15
http://example.org/was#SetHeater|OFF,SetHeater=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,16
http://example.org/was#SetHeater|ON,SetHeater=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,17
http://example.org/was#SetHumidifier|OFF,SetHumidifier=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,18
http://example.org/was#SetHumidifier|ON,SetHumidifier=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,19
http://example.org/was#SetIonizer|OFF,SetIonizer=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,20
http://example.org/was#SetIonizer|ON,SetIonizer=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,21
http://example.org/was#SetRadiator|OFF,SetRadiator=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,22
http://example.org/was#SetRadiator|ON,SetRadiator=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,23
http://example.org/was#SetSpeaker|OFF,SetSpeaker=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,24
http://example.org/was#SetSpeaker|ON,SetSpeaker=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,25
http://example.org/was#SetSubwoofer|OFF,SetSubwoofer=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,26
http://example.org/was#SetSubwoofer|ON,SetSubwoofer=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,27
http://example.org/was#SetVentilator|OFF,SetVentilator=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,28
http://example.org/was#SetVentilator|ON,SetVentilator=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,29
http://example.org/was#SetWhiteNoiseUnit|OFF,SetWhiteNoiseUnit=OFF,,-1,0,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,30
http://example.org/was#SetWhiteNoiseUnit|ON,SetWhiteNoiseUnit=ON,,-1,1,,false,-1,1,0.0,true,EXPLICIT_OTHER_DV,0,,31
http://example.org/was#SetZ1Light|OFF,SetZ1Light=OFF,http://example.org/was#Z1Light,1,0,0,false,-1,1,0.0,false,EXPLICIT_RELEVANT,-1,,32
http://example.org/was#SetZ1Light|ON,SetZ1Light=ON,http://example.org/was#Z1Light,1,1,0,false,-1,1,0.0,false,EXPLICIT_RELEVANT,1,,33
